,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
39909,39909,'Walter Souza,2018-09-15T16:16:04,matheus caso problema maior pensava ainda necess rio contrapeso ai resist ncia cabo ser ainda maior acho tecnologia ainda est distante realidade interessante investir experimentos antigravitacionais antigravidade j n exista saibamos,0,5,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,15,Positive
39910,39910,'Marco Oliveira,2018-09-15T11:41:07,leon musk fabricante foguetes reutiliz veis tendo j investido bilh es d lares logicamente vai combater ideia tecnologia n tubos amadurecida ser totalmente vi vel dif cil vi vel faturamento ser estrelas,2,2,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,15,Positive
39911,39911,'Guilherme,2018-09-14T13:47:14,ser humanidade n aprendeu nada torre babel arrog ncia desses cientistas n conhece limites exceto elon musk bom cora,7,36,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,14,Positive
39917,39917,'Sidinei Perondi,2018-09-14T13:27:21,tirando fato terra ser plana estarmos sob domo hist ria legal elevador,3,26,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,14,Positive
39920,39920,'Bernardo Botafogo,2018-09-14T17:43:31,t bom c oncorrer pr mio ig nobel est outra materia,2,2,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,14,Positive
39922,39922,'Jorge Uz,2018-09-14T13:39:20,boa sorte dando certo n papai aqui s vida n neg cio,6,0,Como o JapÃƒÂ£o pretende levar pessoas ao espaÃƒÂ§o de elevador,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2018,9,14,Positive
39931,39931,'NÃƒÂ£oduvido Maisnada,2019-03-29T07:30:30,realmente rock in rio acabou f bom rock tamb m trance s coisas n misturam evento est jogo dinheiro ser arrecadado faz tudo,8,0,Rock in Rio 2019 terÃƒÂ¡ espaÃƒÂ§o dedicado ÃƒÂ  mÃƒÂºsica eletrÃƒÂ´nica,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2019,3,29,Positive
39933,39933,'Tiago Sousa,2019-03-28T21:56:10,nice falta trazer outras atra es populares m sicas populares alan walker charlotte etc at porque t m ido tomorrowland principal festival mundo toca predominantemente m sica eletr nica,5,3,Rock in Rio 2019 terÃƒÂ¡ espaÃƒÂ§o dedicado ÃƒÂ  mÃƒÂºsica eletrÃƒÂ´nica,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2019,3,28,Positive
39934,39934,'FÃƒÂ¡bio AssombraÃƒÂ§ÃƒÂ£o,2019-03-28T18:06:27,vai ter barraquinhas ecstasy,34,13,Rock in Rio 2019 terÃƒÂ¡ espaÃƒÂ§o dedicado ÃƒÂ  mÃƒÂºsica eletrÃƒÂ´nica,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2019,3,28,Positive
39939,39939,'Severino Ferreira,2019-03-28T18:21:31,maior festival m sica planeta gostaria passasse vivo,12,6,Rock in Rio 2019 terÃƒÂ¡ espaÃƒÂ§o dedicado ÃƒÂ  mÃƒÂºsica eletrÃƒÂ´nica,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2019,3,28,Positive
39942,39942,'Carina Correa,2014-01-01T14:32:23,acho vergonha cidade nunca promover nenhum tipo programa popula dizer n verba mentira vemos cidades menos condi es proporcionarem algum tipo intera pessoas caso petr polis fica claro trata descaso governantes,2,0,"Em PetrÃƒÂ³polis, RJ, festas dividem espaÃƒÂ§o com excursÃƒÂµes para \'Copa\'",EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2014,1,1,Positive
39944,39944,'Arbocenter Ltda,2013-04-04T08:35:35,sementes importadas qualidade certificadas podem ser encontradas arbocenter comercio sementes ltda fone grande estoque pronta entrega fa ja pedido ligue fale atendentes,0,4,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2013,4,4,Positive
39948,39948,'Philipe Zanchetta,2012-04-01T17:30:50,n aconselhado plantar mogno africano regi es onde existam geadas melhor clima tropical irriga forte primeiros meses j plantei duas mil mudas interior es irriga pois chove pouco madeira nobre deve render produtores prazo anos irriga constante pode acontecer primeiro corte at anos otimista investimento inicial gira torno r mil incluindo compra mudas plantio aduba venenos montagem material irriga calculo feito cima duas mil mudas,2,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,1,4,Positive
39949,39949,'Sandro Pegoraro,2012-04-01T14:29:59,boa tarde imenso prazer venho pedir maiores informa es sobre cultivo mogno africano regi meio oeste santa catarina tamb m posso adquirir sementes inicio cultivo dez j agrade,0,1,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,1,4,Positive
39951,39951,'AntÃƒÂ´nio Weber,2012-04-01T09:35:06,quero saber poss vel plantar mogno africano maximiliano almeida rs,0,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,1,4,Positive
39952,39952,'JosÃƒÂ© Silva,2012-05-25T06:59:03,fa informa los maior plantio mogno africano mundo jana ba hoje ha vcs quiserem ver so contactar,1,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,5,25,Positive
39954,39954,'AntÃƒÂ´nio Weber,2012-04-01T09:32:03,quero saber poss vel plantar mogno africano maximiliano almeida rs,1,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,1,4,Positive
39956,39956,'Mauricio Berte, 30 Abr 2013 20:18:25,boa noite rio grande sul propriedade terras querendo plantar algum tipo arvore aqui todos plantam eucalipto pinus quero plantar algo diferente valor mercado adapte clima frio daqui oque voc s indicam,0,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2013,4,30,Positive
39958,39958,'Anderson,2012-04-01T19:02:35,boa noite moro espirito santo gostaria saber onde consigo sementes fazer mudas,0,0,Mogno africano cresce rÃƒÂ¡pido e ganha espaÃƒÂ§o entre os agricultores,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,1,4,Positive
39960,39960,'Ana Vilhena,2012-05-24T10:36:23,acho incr vel brasileiro leva nome pa s mundo dignidade obras s realmente lindas,1,0,Artista Romero Britto terÃƒÂ¡ espaÃƒÂ§o permanente em galeria de Madri,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,5,24,Positive
39961,39961,'Paloma Lemoine,2012-05-24T13:21:56,grande romero britto pernambucano nordestino,1,1,Artista Romero Britto terÃƒÂ¡ espaÃƒÂ§o permanente em galeria de Madri,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,5,24,Positive
39962,39962,'ClÃƒÂ¡udio Dias,2012-05-24T10:39:00,ser passa famigerada imigra aeroporto barajas romero j fama dinheiro boa oportunidade brasileiro dar esnobada nesses tamanqueiros espanh is recusar convite,0,2,Artista Romero Britto terÃƒÂ¡ espaÃƒÂ§o permanente em galeria de Madri,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,5,24,Positive
39966,39966,'M.duel,2012-06-15T08:33:52,n cara ser pessoa mulher chinesa peide n,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39967,39967,'Me Reservo,2012-06-15T09:15:04,mulheres t m estabilidade psicol gica engana gosto,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39971,39971,'EDSON TEIXEIRA,2012-06-15T12:49:15,tomara forte dor barriga solte peido bem fedido hora lan amento,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39974,39974,'Hamilton Azeredo,2012-06-15T12:43:49,hahaha maneira geral astronautas mulheres t m estabilidade psicol gica maior habilidade lidar solid espera chegar tpm huuahuahu bom menos agora rapazes vao ter divertir sabe historia so vai entao ahhaa,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39975,39975,'Sonickblastman,2012-06-15T11:06:10,oriental tao bizarro cara,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39978,39978,'Guilherme Oliveira,2012-06-15T08:49:39,ainda bem escolheram apenas cheiro dentes escolhessem ser bonita chinesa nenhuma iria viajar avi,0,0,China vai mandar sua primeira astronauta mulher ao espaÃƒÂ§o,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,6,15,Positive
39986,39986,'Marina MaranhÃƒÂ£o,2012-07-16T22:45:17,traduzindo geral classe c n boa educa base consequentemente n adquiriu h bito leitura n menosprezando ningu m s vejo fatalidade algo deve ser mudado parece pessoas s veem lado bom n olha s pobres agora condi es ir cinema frequ ncia s maioria vamos adaptar pessoas boa educa h bito leitura s consequ ncias dessa fatalidade inv s dar educa todos assim fazer pessoas procurem educar consumo ent construir pa s melhor,1,0,Filmes dublados ganham espaÃƒÂ§o nos cinemas do Grande Recife,EspaÃƒÂ§o;;;;;;;;;;;;;;;;;',2012,7,16,Positive
39990,39990,'Tiago Barbosa,2018-10-31T23:35:08,t cnico eletr nica engenheiro aeron utico mestrado engenharia sistemas bacharel administra p blica ita fab nasa processo seletivo n indica entraria mesma forma preferiam garotinho kkkkkkk especialista assunto nenhuma obriga partido pol tico j come bem assim faz pro enzo anos nunca trabalhou estudante sociologia ativista psol resist ncia mora pais condom nio fechado t dizendo marcos pontes n qualificado viu quebrando tabu catraca livre kkkkkk,53,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
39992,39992,'Runivan Silva,2018-10-31T21:00:04,basta visitar feira ci ncia tecnologia normalmente universidades l sair deprimido constatar mediocridade institui es nessa rea,15,8,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
39993,39993,'Wellyngton GonÃƒÂ§alves,2018-10-31T18:31:40,lembrando minist rio j comando gente gilberto kassab enfim nome t cnico coerente cargo otimistas pois governo promete,69,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
39995,39995,'Martin A,2018-10-31T20:01:03,bom menos n der certo j t acostumado ir pro espa,16,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
39996,39996,'Victor Hugo,2018-10-31T19:06:01,vai ser melhor governo todos tempo chega pol ticos partid rios poder,21,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
39997,39997,'Alexander Macno,2018-10-31T18:43:03,melhor sita kassab parab ns presidente,29,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40003,40003,'Francisco Barbosa,2018-10-31T18:57:56,diferenca nao ha tentando livrar justica todos limpos,8,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40007,40007,'Bylli Poll,2018-10-31T18:50:16,brilhante escolha novo presidente poucos entendem minist rio agora vai assumir tamb m pasta ensino superior precisamos alem pessoa inteligente pessoa vis assunto alem curr culo excepcional brasileiros esperamos fa jus novo cargo pra cima brasil,14,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40008,40008,'Vanderley Cardoso,2018-10-31T17:19:37,vis respeito n mencionei quest curricular c omo nenhum dem rito marcos pontes talvez alguma publica atividades diretamente relacionadas vida pessoas somaria bom conceito possui comunidade cient fica agora poder fazer festiva viagem espa n d vida far,11,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40018,40018,'Daniel Junior,2018-10-31T18:29:46,ser pior presidente historia brasil colocou postr q pro espa ma ne kassab menos pensamento cr tico ai s mala soubcomunisya comunista laika espa h anos,0,39,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40023,40023,'Marcos Rangel,2018-10-31T17:13:51,ser melhor presidente brasil,71,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40025,40025,'Felipe Souza,2018-10-31T16:54:04,bom algu m j pro espa porque pra onde pa s t indo,11,58,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40027,40027,'Lis,2018-10-31T18:06:09,apertem cintos agora piloto assumiu bolso suave nave,19,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40028,40028,'Jorge Sarza,2018-10-31T18:15:24,legal ver monte cr tico trailer filme saiu ainda uns distribuindo oscar outros anunciando filme bomba precisa ver primeiro n,7,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40029,40029,'Alexandre Maia,2018-10-31T18:13:50,excelente escolha curr culo invej vel,9,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40036,40036,'Ricardo Sagas,2018-10-31T17:43:29,jos aprenda portugu s primeiro correto gente n jente,4,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40037,40037,'Nivaldo Reis,2018-10-31T17:41:16,ltimos ministros tecnologia petralhas vampiro forma economia letras kkkkkkkkkkk,5,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40038,40038,'Jose Filho,2018-10-31T17:37:58,possa analisar uso imediato satelite n utilizando internet,1,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40039,40039,'Adriel,2018-10-31T15:41:42,boa escolha unir minist rio fazenda meio ambiente n presidente minist rio amaz nia j virou cinzas imagina representatividade,38,19,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40044,40044,'orestes severino,2018-10-31T17:29:11,sr presidente est honrando votos onde coloca pessoas conhecimento t cnico conhecimento rea querem mal nova administra devo lembra los vivemos pa s at agora est vamos sendo governados quadrilha lesou er rio p blico deixou sequelas devem ser sanadas ser trabalho compet ncia palavras desconhecidas governos anteriores,6,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40046,40046,'Lis,2018-10-31T17:08:30,justo merecido reconhecimento novo ministro ci ncia tecnologia marcos pontes sa sucesso sempre,18,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40053,40053,'Bruno Santos,2018-10-31T13:36:14,mudan j come sistema derrotado agora brasil est m pessoas capacitadas comprometidas n pol ticos analfabetos interesses pessoais,64,12,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40059,40059,'Pedro Rocha,2018-10-31T15:32:25,brasil n fabrica turbina avi constroi sistemas navega nico fabricante turbina vants america latina polaris tambem fabricou turbina grande porte est fase homologa pe novo ministro marcos ponte ramo tecnologia trabalhe desenvolvimento cientifico brasil,123,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40065,40065,'Onelio Marchi,2018-10-31T16:48:19,anuncio importante pois indica t cnica n politica come mudan f ser promissora brasil parab ns presidente,25,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40067,40067,'Leonardo Castro,2018-10-31T15:43:01,pessoas criticam fato ser militar n falam nada ex metal rgico nunca trabalhou sequer curso superior dir cargo limpador banheiros ita cujo marcos pontes formado possui prova ingresso dif cil brasil,116,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40077,40077,'Karlo Martins,2018-10-31T16:03:59,n sei dizer marcos pontes vai ser bom ministro n m possuiu entendimento maior rea ci ncias tecnologia atual ministro gilberto kassab,28,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40079,40079,'Exterminador,2018-10-31T13:47:33,glorioso primeiro astronauta envido espa fazer selfies importantes experiencias feij ozinho algod orientado nasa n tocar nada n apertar bot nenhum porque chimpanz viajou lado faria todos procedimentos voo,11,24,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40083,40083,'JoÃƒÂ£o Burim,2018-10-31T15:52:15,pegue logo carteira trabalho,12,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40084,40084,'Leonildo Oliveira,2018-10-31T16:06:10,claudemir vermelho derrotado,5,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40091,40091,'Bom Homem,2018-10-31T13:39:56,ora quero dizer brasil s rias aspira es ir espa escolha correta representante minist rio deve impulsionar pesquisas acad micas tecnol gicas todo deve conhecer bem setor ter aptid es administrativas impulsionar certos setores ci ncia desejamos,4,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40092,40092,'Marcio Poderoso,2018-10-31T16:01:32,gente aqui criticando pontes cara curr culo invej vel nada fala tal dedos cortou propositalmente ganhar aposentadoria eterna onde ensino presidente brasil gente falta c rebro n poss vel,8,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40093,40093,'Rodrigo Soares,2018-10-31T15:59:44,colocar evan jegue pra minstro educa lol kkkkkkkkkkkkkkkk ia ter milagre multiplica burros,2,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40098,40098,'Elias Dias,2018-10-31T15:56:23,tosco voltou espa preferiu ir pra reserva cobrar pra dar palestras vez continuar contribuindo governo recompensar investimento feito,3,13,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40102,40102,'Campos Goytacazes,2018-10-31T13:41:06,cada not cia sucesso governo bols naro l grima cai pett ista,258,18,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40112,40112,'Fabio Dosanjos,2018-10-31T15:47:37,presidente melhor viva presidente,11,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40118,40118,'Marcos Silva,2018-10-31T15:40:34,pessoas criticam ministro ci ncia tecnologia marcos pontes n conhece instituto ita nasa come amos bem capit,10,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40122,40122,'Bruno AssunÃƒÂ§ÃƒÂ£o,2018-10-31T15:33:01,deus c u n s verme lhos preocupados vamos ter pedir ajuda pro ra dda d bolso naro est montando minist rio sis ta vez ministro trabalhava nasa,6,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40126,40126,'Guilherme Silva,2018-10-31T15:32:20,concordo nomea cargo pode ajudar setor ci ncia tecnologia concordo tamb m desvincula ensino superior mec passar minist rio ci ncia tecnologia pois universidades grande potencial gerar pesquisa melhorar vida sociedade economia discordo fus minist rios agricultura meio ambiente pode trazer alguns riscos futuro,9,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40128,40128,'Gabriel,2018-10-31T13:56:33,anos s dizer q ditadura tbm comecou assim integrante cia convidado participar governo brasileiro hist ria n perdoara fascistas,4,41,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40130,40130,'Verdades Verdadeiras,2018-10-31T14:37:55,pa ses onde esquerda socialismo domina fran canada sui costa rica nova zelandia etc bozominions s cita venezuela fator fracasso pra usar argumento comunismo pq n cita logo china comunista papo venezuela pra encantar burros,20,127,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40133,40133,'Fernando Santos,2018-10-31T15:29:27,tirando trolls fazem parte trazem alegria conhecem dio desconhecem turma quanto pior melhor est totalmente desorientada falando maiores asneiras timas escolhas at agora novo governo,6,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40135,40135,'Luis Gomes,2018-10-31T12:43:04,s d vida galera entra aqui opina forma negativa indica astronauta entendimento assunto j analisou curr culo s pra saber,570,26,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40138,40138,'JosÃƒÂ© Bentes,2018-10-31T15:05:54,est parecendo bozo quer real ar lado art stico escolha minist rios ministro vedete espero chame tamb m gustavo lima wesley safad neymar completa carnaval kkkkkk,8,65,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40140,40140,'Tiago Lira,2018-10-31T15:12:40,voc coitado perto marcos olha curriculo cara n chega dedinho p quer ser bonzao define competente nao jesus amado cada q aparece aqui ja trabalhou nasa voce engenheiro aeron utico acaso voce mestre engenharia sistemas naval postgraduate school calif rnia eua bvio nao b st kkkk cara q apto exercer fun ministro ciencia tecnologia,14,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40141,40141,'William Frank,2018-10-31T14:48:18,engenheiro formado ita anos fun est parab ns indica finalmente aguem realmente conhece ci ncia tecnologia,67,5,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40143,40143,'Marcos,2018-10-31T15:19:07,otima escolha n gosto bozo,16,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40151,40151,'CÃƒÂ©sar Cardoso,2018-10-31T15:12:19,nico astronauta brasileiro hist ria voc jos al m defensor bandido claro,3,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40156,40156,'FÃƒÂ¡bio,2018-10-31T15:07:59,pontes podia fazer favor convidar nazi filhos guedes staff pra dar volta foguete mandar foguete pra jupiter,3,9,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40157,40157,'Otavio Moraes,2018-10-31T14:56:54,admitir nessa bozo mandou bem,16,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40159,40159,'Alexandre Alves,2018-10-31T14:54:51,escolha n cabe discuss boa escolha,3,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40165,40165,'William Frank,2018-10-31T14:49:01,engenheiro formado ita anos fun est parab ns indica finalmente aguem realmente conhece ci ncia tecnologia,3,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40166,40166,'Otavio Moraes,2018-10-31T13:14:23,finalmente bozo fez algo inteligente,14,8,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
