,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
31668,31668,'Junior Sortes,2013-07-04T15:49:33,vermes s fazem peso terra,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31669,31669,'Francisco Fernandez,2013-07-04T15:48:41,classe gente brasil est anos luz tornar mundo s pr xima reencarna talvez surjam pessoas car ter moral porque dias atuais passado longe dessa classe vergonha,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31670,31670,'Danilo,2013-07-04T15:48:35,cara precisar ser preso imediatamente corrupto bandido ainda tira onda cara popula renan calheiros corja corruptos cadeia j,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31674,31674,'Luiz Ribeiro,2013-07-04T15:50:21,ladr safado n emenda nasceu c nico vai morrer c nico ladr,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31678,31678,'Junior SilvÃƒÂ©rio,2013-07-04T15:51:00,ainda abusa intelig ncia povo brasileiro erra n assume erro quer enfiar goela abaixo brasileiros roubos s verdadeiros ladr es dinheiro p blico deveriam estar todos presos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31683,31683,'Francisco Almeida,2013-07-04T15:54:11,povo n est suportando tanta canalhice vai virar guerra avi es ser sequestrados pr dios p blicos ir explodir fato podem ter certeza,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31684,31684,'Daniel Bittar,2013-07-04T15:52:48,q tirar cara adm publica brasil sequestrar todos bens,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31685,31685,'Marcio,2013-07-04T15:52:47,g sempre camuflando coment rios den ncia procurem google quais crimes renan calheiros cometeu,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31687,31687,'Mario Menezes,2013-07-04T15:07:27,fato ali s fatos henrique renan indigna geral agora s ficar indignado n resolve partir podemos fazer concreto precisa ser urgente n podemos deixar esfriar sen ca esquecimento,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31688,31688,'Antonio Cabral, 04 Jul 2013 15:52:23,ir ruas fazer protesto contra absurdo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31692,31692,'Laura Palmer,2013-07-04T15:54:59,bla bla bla at parece reembolsaria,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31698,31698,'Jurema Rodrigues,2013-07-04T15:58:39,presidente congresso brasileiro safado ladr esperar povo rua at povo gado tangido matadouro reclamar vamos tirar renan calheiros presid ncia senado mostrar manda brasil ta povinho sabe votar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31699,31699,'Tereza Rosa,2013-07-04T15:58:30,anda assustando postura assumido ultimamente dirigido povo prepot ncia aut nticos ditadores acima tudo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31700,31700,'Moses Historias,2013-07-04T15:58:20,pensar pra desviar aten povo rela reais enfiados cueca assessor misteriosamente roubados ja ouvi dizer politicos metem grana maletas fazem lavagem tudo jatos fretados ninguem ve ninguem sabe pt caixa atualmente bilh es caixa pra acreditar nisso,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31707,31707,'Daniel Stuart,2013-07-04T16:01:22,saco lixo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31708,31708,'Daniel Stuart,2013-07-04T16:01:16,rato sujo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31711,31711,'Roberto Marombel,2013-07-04T15:59:34,pra j roubou monte passeio amigos custas tanto faz viva robalheira sacanagem etc,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31719,31719,'Carlos GuimarÃƒÂ£es,2013-07-04T16:01:32,cusparada rosto n s brasileiros ter dignidade tirar corja r pido poss vel poder s grito luta poder fazer tudo vamos rua,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31720,31720,'Marcelo Azevedo,2013-07-04T16:01:26,cadeia nele,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31727,31727,'Carlos Sousa,2013-07-04T16:03:31,cara pau desse sujeitinhos resposta aliena comodismo brasileiro muita gente passeatas modinha esperan meio oba oba percebendo existiam muitas vozes caladas conscientes vozes n querem continuar caladas vamos juntos mudar pa s,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31728,31728,'Tiago Dias,2013-07-04T16:03:22,s lamento avi fab n ca bordo realmente pena ainda h tempo estarei torcendo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31734,31734,'Daniel Stuart,2013-07-04T16:04:10,diabo encarnado,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31735,31735,'Paulo Roberto,2013-07-04T16:03:54,culpado povo veja exemplo color sarney ai vai,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31738,31738,'Daniel Stuart,2013-07-04T16:05:22,vampiro sujo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31740,31740,'JoÃƒÂ£o Roberto,2013-07-04T16:05:03,excelent ssima presidente dilma olhe situa revoltante encontra educa infantil todo brasil norte sul grandes cidades d ficit vagas creches algo espantoso assustador municipios estados precisam urgentemente tra ar plano dizer n meros situa cada h vagas faltam vagas quantas comece ai triste esposa pessoas honestas precisamos trabalhar termos sustentar criar filhos faz dois anos peregrinamos atr s vagas creche n h,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31741,31741,'JoÃƒÂ£o Roberto,2013-07-04T16:07:49,excelent ssima presidente dilma olhe situa revoltante encontra educa infantil todo brasil norte sul grandes cidades d ficit vagas creches algo espantoso assustador municipios estados precisam urgentemente tra ar plano dizer n meros situa cada h vagas faltam vagas quantas comece ai triste esposa pessoas honestas precisamos trabalhar termos sustentar criar filhos faz dois anos peregrinamos atr s vagas creche n h,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31744,31744,'Alexandre Bastos,2013-07-04T16:06:12,s falta renan varios processos corrup exigir construa palacio brasilia receber companheiros locupleta tal coronel sert ver agem pol ticos europeus,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31747,31747,'CÃƒÂ©sar R., 04 Jul 2013 15:21:20,ricardo brasiliano problema n vota sim governo n educa popula ai povo educa acaba votando marginal desses digo sistema pol tico n serve pa s volta militares muda parlamentarismo porque jeito t n d,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31748,31748,'JoÃƒÂ£o Burim, 04 Jul 2013 16:06:30,moises santos concordo nesse caso muita reincidencia macaco velho,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31757,31757,'Monica Martins,2013-07-04T16:08:14,precisamos extirpar cancer politica,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31758,31758,'Wellinton Melo,2013-07-04T16:08:05,aten pilotos fab pr ximo voo ir dire mar ejetar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31759,31759,'Daniel Stuart,2013-07-04T15:57:37,est zuando cara jeito matar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31770,31770,'Edson Chaves,2013-07-04T15:40:29,t hora contratar uns extremistas xiitas fazer devassa at mica nuclear senado c mara bras lia s prometer umas virgens brasileiras v topar hora,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31771,31771,'Fernando, 04 Jul 2013 15:49:51,problema achar brasileiras virgens,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31774,31774,'Arnaldo,2013-07-04T16:11:59,processar mudan queremos dependendo congresso corrupto inclus constitui federal instrumentos participa direta povo decis es interesse ideal jamais corruptos ir legislar sabendo poder estar atuando contra pr prios interesses ent s resta press ruas ltimo caso extremo requerer participa militares infelizmente amigos corrup est debochadamente escancarada,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31775,31775,'Camila Alves,2013-07-04T16:10:18,pol ticos est lixando n s palha pobres pagadores impostos querem saber ter terras infinitas carr es importados viagens diversas exterior passeio garantido patota fam lia afins n querem saber exist ncia,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31776,31776,'Junior Goias,2013-07-04T16:13:30,galera vamos ter invadir brasilia nao estao levando serio continuamos sendo tratados palhacos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31777,31777,'Antonio Fabris,2013-07-04T16:13:07,morte ja pra lixo pessoa,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31778,31778,'Paulo Roberto,2013-07-04T16:13:02,dilma n sabe boneca marionete problema muita gente todas est ncias governo dilapidando riquezas n s produzimos roubalheira geral mudar todas caras conhecidas c mara deputados senado congresso nacional vem ai,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31779,31779,'JosÃƒÂ© Rebello,2013-07-04T16:11:35,pior renan presidente c mara tamb m usou avi fab familiares qualquer resposta n vai mudar nada podemos concluir congresso nacional c mara senado est m pessoas n valem comem,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31781,31781,'Jose Vieira,2013-07-04T16:14:23,parece politicos so vao entender povo ir pra rua acontecer ta acontecendo egito pau quebrar geral,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31785,31785,'Anderson Perira,2013-07-04T16:13:37,cadeia nele,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31790,31790,'Guilherme Mello,2013-07-04T16:14:54,cassa mandatos renan calheiros henrique alves quebra decoro parlamentar qualquer pa s s rio provid ncia al m disso ressarcir er rio pre aluguel aeronave particular n custo m dio passagens comerciais,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31791,31791,'Marcelo Pgfarias,2013-07-04T16:18:07,povo frouxo cad movimento s sabem lutar r agora hora n querem ex rcito rua vai p briga franguinhos ora sai todos ir p ruas tambem,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31793,31793,'Jaqueline Costa,2013-07-04T16:17:00,cara vergonha pa s embora certeza impunidade certeza justi divina certeza ningu m passa impune forma outra v pagar tudo fazem povo brasileiro,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31796,31796,'Jeremias Fernandes,2013-07-04T16:08:14,n sei povo ta esperando pra invadir brasilia derrubar congresso ser vamos ter contratar falecido ozama pra explodir ninho cobras,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31798,31798,'Leonardo Chaves,2013-07-04T16:06:52,acho estranho nao conhe ninguem votou dilma,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31800,31800,'Porto Vida,2013-07-04T16:20:11,dona dilma ficou indignada tratamento dado evo morales europa devia ficar indignada renan henrique usaram avi es fab farrear gastar dinheiro p blico meio tantas manifesta es povo ruas muita cara pau todos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31801,31801,'Fabio Albuquerque,2013-07-04T16:19:46,falta vergonha cara desses politicos porque armadas n fazem l egito bixo ia pegar n acho infelismente brasil s vai indireitar pau nesses politicos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31804,31804,'Antonio Fabris,2013-07-04T16:12:05,matar lixo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31812,31812,'Jose Confuso,2013-07-04T16:21:09,saudade eneias bomba atomica jeito tudo po centavos passe livre vendeu,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31814,31814,'Gerson Andrade,2013-07-04T16:22:03,n vai devolver assumir divida porque mau gestor er rio p blico demonstra mau carater abuso poder senhor n esque tamb m t bico urub pov virar pro lado dan,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31816,31816,'LÃƒÂ©o Ferreira,2013-07-04T16:21:47,outra resposta espera bandido desses,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31819,31819,'Jose Pinho,2013-07-04T16:21:20,porque n cassam cr pula s est envergonhando pa s porque presidenta vem hor rio nobre explicar inexplic vel n clamor povo exonera aproveitador dinheiro pois s entendem recado povo sai pra ruas tenta invadir org abrigam corruptos quebram tudo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31820,31820,'JosÃƒÂ© Durval,2013-07-04T16:21:19,sr n hoje esnoba todos n s contribuinte precisa urgente passeata tirar sangue suga poder,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31821,31821,'Edio Fernandes,2013-07-04T16:27:00,sujeitinho cara pau renan corrupto assumido,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31824,31824,'Agricio Lima,2013-07-04T16:26:03,plebiscito piada mal gosto vai consumir milh es n vai adiantar nada j come n vai valer pr xima elei monte coisas importantes fazermos organizar carreiras servidores prestar melhores servi exemplo sa paga menores sal rios enquanto senado paga maiores at cuidador carros senador tanta coisa pra fazer inv s desse tal plebiscito,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31827,31827,'Plebiscito,2013-07-04T16:23:30,revogar imediatamente decreto chega mamata calheiros vergonha cara reembolse j gasto,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31828,31828,'Sebastiao Junior,2013-07-04T16:22:53,consequ ncia colocar bandido cargo p blico nada estranhar tudo conforme esperado infelizmente,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31831,31831,'Gilberto Bazi,2013-07-04T16:29:34,ruim deste cara devolver cofres governo valor referente s passagens reas presidente c mara deputados devolveu valor pq exagerou n fugir cara levou d zia parentes namorada todos sabem calhordas agem donos brasil fazem bem entendem hora quizerem tudo uni vulgarizaram movimentos populares cada come reclamar problemas particulares ponto virar piada n v preocupar protestos continuam fortes,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31834,31834,'Anderson Perira,2013-07-04T16:27:36,impunidade parlamentar politico ladr cadeia solu politico ladr cadeia solu politico ladr cadeia solu politico ladr cadeia solu,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31839,31839,'Tom Branco,2013-07-04T16:31:32,precisar organiza es globo pagar s falta canonizar bandido,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31841,31841,'Paolo Neves,2013-07-04T16:30:28,acabar gte grupo transporte especial fab s serve transportar corja quiser consulte transparencia grupamento caro fab s manuten motor learjet beira mil reais legacys lineage vai,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31847,31847,'CLAUDIO PESSOA,2013-07-04T16:32:18,surpreenderia contr rio canalha imoral desse vamos esperar qu cara t apegado valores pequenos dinheiro n precisaria usar verba p blica pra viagem alagoas pra bahia t perto at carro d pra ir homem h bitos mesquinhos insignificantes vamos esperar qu tipo gente n devolve troco errado padaria deve at roubar pirulito crian,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31848,31848,'Cesar Oliveira,2013-07-04T16:32:16,abuso poder usar carro empresa onde trabalho servi rua certa desde pode usar avi aerea ir casamento alheio tome jatinho particular pague despesas vamos l gente fechar congresso abaixo senado abaixo camara deputados quebrar deputados pau chega deste tipo mordomia pode usar avi pobre ve sonsegue usar menos ambulancia fechem congresso viva militares,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31850,31850,'Wilson Fortunato,2013-07-04T16:35:49,renan calheiros v g b u n d n s vamos derrubar custe custar espere ver s,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31851,31851,'Jose Ferreira,2013-07-04T16:35:42,gente t careca saber depender senadores maioria segue renan infelizmente nunca ser cassado existe den ncia grave contra stf todos sabem mandava emitir notas frias justificar gastos duas fam lias mantinha at globo aguardamos en rgica moralizadora stf contra renan contra eduardo alves tamb m contencioso stf,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31852,31852,'Luiz Tannus,2013-07-04T16:35:38,tirar safado l condi sinequanon moralizar pais,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31854,31854,'Luiz Paiva,2013-07-04T16:34:26,congresso vergonha nacional vamos manifestar contra politicos exigir cassa,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31855,31855,'Fernando Silva,2013-07-04T16:34:04,todos n s sabemos reforme geral brasil urgente imprescindivel possamos dia ter pa s civilizado,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31856,31856,'CLAUDIO PESSOA,2013-07-04T16:36:12,gente honrada princ pios ticos morais s prever constrangimento p blico desse n ousaria tomar tal atitude,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31861,31861,'Jolpsilver, 04 Jul 2013 16:35:49,po lular pio dilmacho n revogaram decreto anos seguintes hein petralhas s piada,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31862,31862,'Jolpsilver, 04 Jul 2013 16:36:10,pq lular pio dilmacho n revogaram decreto anos seguintes hein petralhas s piada,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31866,31866,'Mauro Barbosa,2013-07-04T16:36:46,pa s mudar mau tirar gorjas sucam er rio aerea brasileira defender pa s n ficar carregando parasitas baixo cima pagando acha certo errado colocamos sangue sungas poder vamos rua pedir saida deste parasitas,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31867,31867,'Norma Damasceno,2013-07-04T16:36:33,muita cara pau,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31868,31868,'Haroldo Passos,2013-07-04T16:36:29,parem criticar fab cara direito requisitar avi pois infelizmente presidente senado n cabendo algu m perguntar vamos fazer passeatas frente congresso casa bras lia alagoas onde possa aparecer pedindo sa mediante press popular criar lei permita cassar outros safados infestam vida pol tica nacional principalmente pmdbo escrever palavr n v publicar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31871,31871,'Leo Sousa,2013-07-04T16:38:48,calhorda maldito forma outra voc vai cair desgra ado s quest tempo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31872,31872,'Walter Junior,2013-07-04T16:33:26,cara ir cadeia dilma vai ficar,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31875,31875,'Jose Ferreira, 04 Jul 2013 16:39:51,xar esperar elei es pra qu stf faca queijo m basta ter vontade pol tica meter cara cadeia,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31876,31876,'Rommel Souza,2013-07-04T16:24:42,politico tudo igual alem arrogante picareta fab tambem culpa cartorio pois levar picareta festa ainda bem imprensa denunciar pois contrario militar epoca linha dura osso duro roer bala picareta,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31877,31877,'Haroldo Passos, 04 Jul 2013 16:41:03,abuso poder militar cegos nunca existiu,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,7,4,Negative
31879,31879,'Francisco Sousa,2013-07-04T16:44:04,vergonha governo pt,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31880,31880,'Raquel Nascimento,2013-07-04T16:43:30,osama binl laden ressuscite filho mate dem nios plen rio ummmmm genicidio total rsrs preferencia bomba rsrs,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31881,31881,'Jose Ferreira,2013-07-04T16:37:41,uso indevido dinheiro bens publicos agente p blico crime capitulado c digo processo penal civel tamb m chama improbidade administrativa capaz arrancar malandro onde quer aconteceu collor menos,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31885,31885,'Leo Sousa,2013-07-04T16:45:01,acha intoc vel eterno hora t chegando miser vel,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31886,31886,'Severino Fregnani,2013-07-04T16:45:01,animais fazem bobo acham povo est ruas r,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31887,31887,'Wace Malaquias,2013-07-04T16:44:58,esclarecedora opinao joao cunha nota posicao sujeito q escreve nassao dois ss kkkkkkkkkk continuemos protestos brasil agora pra acabar tb analfabetismo,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31889,31889,'Alfredo Rodrigues,2013-07-04T16:45:59,vcs mora brasil vcs merece pois so reclama mete pau cara sabe sacana nao reagem good luck pro,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
31891,31891,'Sandro Silva,2013-07-04T16:37:25,povo brasil renan condenado justi brasil alta corte deste pa s n est preso acreditar deus,0,0,"Presidente do Senado usou aviÃƒÂ£o da FAB para ir a casamento, diz jornal",FAB;;;;;;;;;;;;;;;;;',2013,4,7,Negative
